Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,7,-2,-17,12
2,-4,1,-15,6
3,-3,-5,13,-2
4,-1,-8,-5,4
5,-9,12,-13,2
6,6,-13,7,-3
7,-6,5,-5,1
8,5,-4,-2,3
9,-3,4,-7,2
10,1,-7,7,-7
11,-3,-11,-1,5
12,0,2,-11,4
13,11,-7,-15,4
14,6,-11,9,-10
15,-4,0,-3,0
16,1,-3,-1,-7
17,7,-8,0,-4
18,-4,1,-3,0
19,-3,-8,-4,4
20,5,-6,-3,-4
21,-4,7,-10,4
22,-8,-5,4,2
23,2,-12,-4,1
24,-5,-7,6,-1
25,0,-10,2,-1
26,6,-16,-2,5
27,-6,1,-10,6
28,-2,1,-4,0
29,0,-1,2,-2
30,-15,7,-1,-4
31,-11,5,-5,1
32,-2,-5,3,0
33,-1,-8,9,-4
34,-6,1,0,-1
35,-6,-6,-1,0
36,0,-7,0,1
37,-3,0,-10,3
38,7,-14,0,-1
39,1,-2,-5,-2
40,-2,-5,0,0
41,-2,-11,9,-5
42,-2,-2,-3,-2
43,-2,-8,6,-3
44,-6,-1,0,-8
45,-8,-2,8,-6
46,0,4,-18,9
47,-9,11,-11,0
48,-3,-10,7,-4
49,-2,7,-19,3
50,2,-18,15,-16
51,-1,5,-17,4
52,5,-20,11,-7
53,-6,6,0,-1
54,-8,10,-16,-2
55,2,-8,-8,7
56,-2,-14,13,-9
57,0,-15,11,-12
58,-1,-14,14,-10
59,-5,-1,-5,3
60,11,-24,10,-4
61,-4,-4,-3,2
62,3,0,-17,9
63,0,-8,-8,1
64,4,-9,-1,3
65,-8,-9,1,-3
66,-9,0,-3,2
67,-3,7,-12,1
68,-1,-6,3,0
69,-1,2,-10,-1
70,-3,0,-10,7
71,7,-17,9,-5
72,0,-12,1,-7
73,-4,-1,-6,2
74,-1,-4,-7,7
75,1,-7,6,-12
76,-12,13,-16,1
77,-10,-2,5,-10
78,-1,12,-21,2
79,1,-1,-9,3
80,0,-4,-3,1
81,2,-11,8,-12
82,-6,3,-9,1
83,3,-2,-13,1
84,-1,-5,0,-3
85,-13,9,-16,9
86,0,-13,-1,0
87,-9,0,0,-10
88,-3,-2,-5,0
89,-1,0,-16,7
90,-1,-8,-10,4
