Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-2,0,3,-5
2,9,-9,2,-3
3,1,-4,1,-6
4,-1,1,2,-4
5,0,15,-12,2
6,-10,10,-12,3
7,0,-9,5,-5
8,-6,0,3,0
9,-1,-7,11,-4
10,4,-11,10,-4
11,-7,11,-13,1
12,-1,3,-4,0
13,-5,6,-4,0
14,-1,2,-5,-2
15,3,-5,9,-5
16,-2,1,5,-10
17,-9,9,-3,-1
18,4,-1,-8,-1
19,-7,-2,0,-6
20,-7,16,-16,0
21,-1,-9,8,-9
22,-1,-9,6,-8
23,3,-10,5,0
24,-1,2,2,-8
25,2,-6,0,-1
26,2,-7,7,-7
27,-2,-9,13,-9
28,6,-16,6,-7
29,5,-6,2,-2
30,-5,3,-3,-5
31,-3,-9,13,-6
32,2,-9,10,-5
33,-8,-2,5,-3
34,-5,-5,11,-8
35,-2,-1,3,-7
36,4,-13,8,-3
37,4,-15,7,-5
38,9,-11,0,-2
39,1,-10,10,-5
40,-13,13,-4,-5
41,1,-3,0,-5
42,-1,-5,2,-6
43,-1,2,1,-4
44,2,-7,-1,-6
45,0,1,-12,3
46,0,-2,-1,-7
47,-1,2,-3,0
48,-8,13,-23,4
49,0,-8,7,-8
50,1,-7,-4,3
51,0,-8,3,2
52,-3,-7,3,0
53,-2,0,4,-5
54,-5,16,-14,1
55,-5,-6,-1,-2
56,-4,-9,0,2
57,-4,0,0,-8
58,-8,4,-6,0
59,-2,6,-6,-8
60,-3,0,-11,1
61,0,7,-16,-2
62,5,-13,0,-5
63,3,-6,-5,-5
64,-7,12,-7,0
65,-5,5,-14,-1
66,1,-9,1,-7
67,11,-35,17,-7
68,-7,-2,-4,-2
69,6,-12,6,-11
70,-7,2,-5,1
71,3,-19,7,-3
72,0,-6,-5,2
73,-1,4,-5,-2
74,4,-10,5,-5
75,-9,7,-5,-4
76,-5,3,-2,-7
77,0,-4,-2,2
78,6,-3,-7,-2
79,-2,-8,9,-5
80,-7,10,-15,4
81,0,-11,4,-7
82,-17,8,0,-2
83,-2,-1,-3,-2
84,0,-12,8,-7
85,0,-12,9,-9
86,1,-13,7,-9
87,1,3,-12,-1
88,-2,-13,3,-5
89,-5,-4,4,-4
90,3,-10,1,-4
91,-1,0,-6,-2
92,4,-12,3,-6
93,3,-11,4,-9
94,1,-19,5,-7
95,2,-4,-3,-4
96,3,-8,-5,-6
97,-2,-1,-4,0
98,-3,4,-10,1
99,-2,5,-9,-1
100,-2,-8,2,-6
101,-5,-2,-6,1
102,3,-13,2,-7
103,-2,-1,1,-8
104,-6,-1,0,-3
105,3,-5,-7,1
106,-5,0,-5,0
107,-4,0,1,-2
108,4,-11,4,-8
109,2,-1,-8,3
110,4,-17,4,-7
111,0,-2,-15,1
112,-4,-4,-4,-4
113,-9,-1,2,-5
114,-3,3,-18,-2
115,8,-20,7,-5
116,2,7,-18,4
117,-12,6,-6,-5
118,-5,0,-8,-2
119,-3,1,-8,-2
120,-3,-8,10,-13
121,-7,-3,4,-5
122,-11,23,-21,1
123,4,-20,7,-10
124,0,-12,0,-6
125,0,3,-7,-3
126,0,3,-13,-2
127,-3,0,-8,-3
128,-2,-3,3,-8
129,-5,-1,0,-8
130,2,-5,-5,0
131,-4,-6,6,-6
132,-6,3,-6,-7
133,-3,-11,6,-5
134,0,-10,5,-7
135,-1,-3,0,-2
136,-4,-5,0,-7
137,5,-13,0,-3
138,-5,-3,-1,-6
139,-7,0,-2,0
140,0,-8,0,-6
141,0,-9,4,-15
142,0,-18,10,-6
143,-3,-10,7,-5
144,3,-13,7,-8
145,-2,8,-12,-5
146,-4,-2,2,-9
147,-4,-8,1,-2
148,2,-12,5,-12
149,5,-5,-7,-3
150,-5,-10,12,-18
151,-1,-3,-3,-11
152,-4,3,-11,-6
153,1,-4,-3,-7
154,-4,-2,-3,-2
155,1,-8,-4,1
156,-13,14,-16,-3
157,0,-6,-3,-4
158,-4,0,-11,-1
159,-5,-1,-7,-2
160,0,-8,-1,-3
161,8,-15,-7,0
162,-4,-15,13,-11
163,3,-15,3,-7
164,-2,-7,0,-8
165,-8,0,0,-11
166,-13,5,4,-13
167,0,-7,2,-8
168,7,-24,6,-6
169,-5,-7,0,0
170,-1,4,-11,0
171,-10,4,-2,-5
172,-9,1,-3,-4
173,0,-9,-2,-1
174,-1,-2,-7,-1
175,3,-12,-4,0
176,0,-3,-5,-9
177,4,-13,-1,-3
178,8,-20,0,-11
179,4,-11,0,-7
180,0,-3,-4,-4
181,-6,6,-14,1
182,4,-1,-14,0
183,5,-10,-4,-5
