Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-2,10,-12,-1
2,-3,4,-6,5
3,-4,4,-13,5
4,-5,-6,4,-2
5,-6,11,-8,3
6,0,-9,9,-3
7,-2,3,2,1
8,0,-13,12,-4
9,3,-4,-1,3
10,-6,0,0,-1
11,6,-16,5,-1
12,-3,-1,-1,3
13,1,-5,-1,6
14,-7,2,-7,4
15,4,-11,2,0
16,-6,-3,3,0
17,5,-9,2,1
18,-5,6,-4,6
19,-3,-2,-2,0
20,3,-13,3,0
21,-6,13,-10,0
22,-5,1,-6,1
23,0,1,-5,4
24,6,-11,9,-4
25,-6,-1,4,-5
26,-1,-8,-1,4
27,-7,14,-15,3
28,0,-4,-4,5
29,-11,6,-2,3
30,0,-7,-4,1
31,-4,4,-5,3
32,0,-7,2,-2
33,-1,0,-7,4
34,-1,0,-6,-3
35,1,-1,0,-2
36,-9,4,-2,2
37,-5,-5,-2,-1
38,-2,2,-6,0
39,4,-9,-1,-3
40,-7,-3,4,-8
41,-7,6,-16,9
42,-12,8,0,-1
43,0,1,-9,7
44,-11,6,-7,0
45,-4,-6,2,2
46,0,-1,0,-3
47,7,-16,3,0
48,-15,18,-12,4
49,-6,-4,5,-7
50,-3,-6,-2,2
51,-2,-3,-3,0
52,-1,-4,-1,1
53,-3,-17,11,1
54,-9,5,-6,-2
55,0,-4,-7,4
56,-15,12,-11,9
57,-3,14,-23,9
58,4,-3,-8,5
59,-10,11,-20,4
60,-3,-3,-12,8
61,-1,-3,-5,-2
62,-11,17,-20,2
63,-11,0,-3,0
64,-4,-3,-2,4
65,1,-7,-9,2
66,-7,10,-12,1
67,-2,-10,-1,-4
68,-3,4,-8,0
69,1,0,-15,5
70,-6,-10,10,0
71,-5,-8,7,-7
72,0,0,-8,-5
73,-7,0,-2,1
74,2,-12,0,-5
75,-8,1,-4,0
76,-6,2,-12,6
77,-3,-6,7,-3
78,2,-5,-4,3
79,-9,9,-8,-2
80,3,-9,-1,-1
81,-2,5,-13,0
82,-7,5,-12,4
83,3,0,-13,4
84,0,-7,-1,-2
85,0,-11,1,-6
86,-14,10,-10,-2
87,-8,7,-7,-1
88,-1,-6,-2,-2
89,0,-11,1,-3
90,-7,-1,-2,0
91,6,-16,4,-8
92,-4,8,-23,2
93,-3,2,-16,2
94,-5,1,-3,-5
95,0,-6,-6,1
96,4,3,-14,4
97,5,-11,4,-8
98,-4,0,-9,-2
99,1,1,-5,0
100,-9,8,-16,7
101,2,-14,0,-3
102,-7,-10,1,-4
103,-3,0,-8,-1
104,-17,16,-17,0
105,-3,6,-16,5
106,-5,2,-7,-6
107,-2,-1,-9,-1
108,-6,-1,-8,3
109,-7,-9,7,-10
110,1,-11,-1,-1
111,-8,5,-8,-4
112,3,0,-22,4
113,-6,2,-14,4
114,4,-14,0,-9
115,-4,1,-10,-3
116,3,-8,-4,-4
117,-5,-5,-1,-1
