Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-3,-3,3,4
2,0,-5,6,-2
3,4,-21,11,2
4,2,-6,-1,2
5,-1,-15,8,2
6,5,-10,5,1
7,-6,2,0,-1
8,-6,1,4,-6
9,2,-7,8,-6
10,4,-14,15,-9
11,2,-12,11,-7
12,4,-1,-6,3
13,-1,-13,12,-3
14,0,-13,14,-11
15,2,-10,1,3
16,-6,8,-3,0
17,6,-19,17,-12
18,8,-28,25,-11
19,0,-8,9,-3
20,-2,0,0,-6
21,1,-13,15,-8
22,-6,-6,7,-6
23,2,1,-8,6
24,2,-3,13,-7
25,-1,-6,6,0
26,-5,-1,7,-8
27,-4,-5,3,-1
28,0,-5,13,-8
29,-2,-7,9,-3
30,-7,11,-9,2
31,9,-22,12,1
32,-5,5,-6,5
33,-5,-7,15,1
34,-7,4,-4,3
35,1,4,-5,1
36,0,-1,1,0
37,-5,-3,0,-2
38,0,-16,12,-3
39,4,-6,7,-2
40,0,-18,14,-8
41,-10,-1,6,0
42,-10,7,9,-10
43,4,-18,16,-6
44,0,-8,9,-9
45,-7,13,-7,0
46,2,-16,16,-7
47,2,-16,19,-12
48,4,-17,17,-13
49,1,-12,12,-10
50,-1,-11,9,1
51,3,-8,11,-6
52,5,0,-2,-6
53,2,-14,12,-2
54,-5,-9,9,-9
55,-7,-2,11,-7
56,0,-8,5,-4
57,0,-5,4,0
58,-7,5,-1,1
59,10,-19,6,5
60,7,-15,15,-11
61,-5,4,-1,5
62,0,-2,5,-1
63,4,3,-4,10
64,3,11,-4,13
65,7,0,20,5
66,14,-6,22,15
67,9,6,14,27
68,13,17,15,35
69,20,10,5,27
70,35,-13,30,46
71,26,-3,49,48
72,22,-1,34,31
73,11,-7,21,28
74,14,-10,21,18
75,6,-10,20,15
76,3,-10,29,2
77,-4,5,8,16
78,1,2,8,10
79,16,-19,30,-2
80,3,2,-8,15
81,4,-16,10,7
82,0,-4,-4,6
83,-6,-5,17,-4
84,-7,-13,20,-6
85,0,-9,10,-4
86,-10,7,-2,0
87,2,-8,6,0
88,-8,5,-11,10
89,9,-24,18,-10
90,0,-4,-1,-5
91,6,-16,0,0
92,-3,-6,10,-11
93,2,-12,6,-6
94,7,-19,9,-11
95,-7,-2,-7,0
96,-4,4,-8,-4
97,-4,0,0,-3
98,-2,-15,3,0
99,-1,-10,3,-4
100,2,-9,-11,4
101,-5,-3,1,-3
102,-2,0,-1,0
103,-2,-16,10,-7
104,6,6,-22,2
105,-4,-15,17,-13
106,0,2,-7,-4
107,-1,-1,-11,3
108,-3,-6,5,-9
109,-3,7,-10,-5
110,9,-30,23,-18
111,-2,-6,-1,0
112,-1,-7,10,-10
113,0,-12,7,-3
114,-8,-1,-4,-6
115,0,-15,5,-7
116,3,-18,8,-3
117,-3,1,-8,-4
118,0,-14,8,-7
119,6,-23,8,-4
120,6,-4,-11,1
121,-5,-7,0,-2
122,-6,-5,0,-3
123,2,-18,15,-16
124,0,-1,-9,0
125,4,-14,1,0
126,1,-25,23,-11
127,1,-11,3,-8
128,-8,-3,12,-15
129,-11,1,0,-5
130,-3,-7,3,-4
131,-12,3,0,1
132,-4,-11,14,-12
133,-9,-7,11,-9
134,-12,10,0,-10
135,-10,5,0,-9
136,0,5,-9,-2
137,10,-25,14,-12
138,0,-12,6,-10
139,-3,0,-3,0
140,-6,3,-11,1
141,1,-2,-6,-1
142,-2,-10,7,-5
143,-10,2,-4,1
144,-3,-6,4,-4
145,-4,-1,-15,-1
146,-3,0,-7,0
147,-4,-5,5,-3
148,-3,0,-5,-9
149,-2,-10,4,-11
150,-3,-1,-8,0
151,0,-15,2,-6
152,2,-8,0,1
153,-10,-6,3,-5
154,-10,4,-2,-5
155,-9,8,-12,7
156,4,-27,15,-12
157,-5,7,-11,1
158,3,-16,-1,-5
159,-14,11,-13,-1
160,2,-11,0,-8
161,0,-11,3,-7
162,7,-16,-3,-5
163,5,-18,6,-9
164,-3,5,-15,2
165,0,0,-3,0
166,0,-6,2,-4
167,-15,8,-10,0
168,-6,0,0,-3
169,1,-11,10,-3
170,-2,3,-17,4
171,-10,2,-4,0
172,-5,14,-14,-2
173,-1,-10,-6,2
174,-13,9,-8,-1
175,-8,9,-13,-3
176,-2,-11,2,-2
177,-4,-6,0,-7
178,7,-12,-10,6
179,-6,0,-2,-1
180,-1,-6,-5,-3
181,2,-11,5,-5
182,1,-17,-3,7
183,-6,7,-12,-8
184,1,-7,-10,0
185,0,-8,-3,-3
186,-7,0,-8,-3
187,-5,7,-12,5
188,-3,0,-2,-4
189,-16,10,-15,3
190,3,-19,13,-11
191,-8,1,-4,-1
192,-3,0,-9,0
193,-3,-4,0,-9
194,7,-20,13,-9
195,-4,-4,-1,-6
196,-9,2,-13,2
197,2,-12,9,-10
198,0,-17,5,-9
199,-4,-3,0,-11
200,-1,-11,6,-1
201,-4,-13,9,-9
202,-1,-7,3,-8
203,1,-18,15,-9
204,-7,-3,-3,2
205,-8,0,-5,-4
206,-8,5,-5,-1
207,4,-15,12,-9
208,-5,0,0,-4
209,-5,-2,-4,-9
210,6,-26,11,-7
211,-3,-9,5,-9
212,0,-9,2,-5
213,-3,-5,-5,-1
214,-6,4,-9,0
215,-9,-5,-5,-3
216,-2,0,-9,0
217,-6,-14,7,-11
218,-4,-8,0,-6
219,-4,-15,6,-7
220,-12,8,-4,-12
221,-3,-16,14,-12
222,-3,-10,3,-4
223,-2,-7,-7,0
224,-13,-4,9,-9
225,1,-17,1,-3
226,-7,-2,1,-6
227,-4,-1,-17,2
228,-14,0,-3,1
229,-8,0,-9,-1
230,-9,-8,-1,-9
231,-5,-12,3,-8
232,-4,6,-21,6
233,3,-25,22,-24
234,-7,1,0,-9
235,-5,0,-11,1
236,6,-18,9,-7
237,-2,-22,11,-7
238,-7,1,-7,0
239,-9,3,-3,-2
240,3,-13,2,-6
241,-7,-2,-5,-4
242,0,-5,1,-7
243,-4,-12,9,-9
244,4,-16,0,-4
245,6,-12,0,0
246,-3,-5,9,-7
247,1,-12,4,-11
248,-7,1,-9,-5
249,0,-7,-3,-4
250,0,-12,3,-8
251,-2,-3,-15,-2
252,-4,-15,13,-13
253,-10,5,-9,0
254,0,-22,14,-10
255,0,-15,8,-9
256,2,-16,-5,-5
257,-1,-11,0,-5
258,-13,-4,5,-5
259,0,-11,0,-2
260,-9,2,1,-8
261,-2,3,-11,-3
262,-3,4,-10,-2
263,-3,4,-7,-6
264,-9,7,-6,-7
265,-4,-4,0,-8
266,-7,-19,15,-11
267,-2,-19,9,-5
268,-7,1,-6,-1
269,-5,-12,6,-10
270,3,-29,14,-9
271,-5,0,-2,-3
272,1,-15,10,-11
273,-9,3,-3,-7
274,0,6,-17,2
275,8,-18,5,-15
276,-1,-2,-1,-4
277,1,-10,5,-2
278,-6,0,-3,-1
279,-5,8,-15,13
280,11,-3,-10,0
281,-7,8,-12,1
282,2,-5,4,-4
283,-1,7,-3,-2
284,5,-7,0,-1
285,4,-3,2,-4
286,-10,10,-12,4
287,0,-13,2,-6
288,-2,-7,1,-6
289,1,-19,19,-7
290,-7,2,-5,-6
291,-3,-4,2,0
292,0,-14,4,-5
293,-4,-9,4,-3
294,-3,2,-9,-1
295,-5,-5,-1,2
296,-12,0,1,-8
297,2,-11,-6,-1
298,0,-14,6,-12
299,-14,-3,2,-1
300,-2,-7,4,-11
301,-2,-5,-5,-6
302,-4,-5,7,-9
303,-4,-11,6,-7
304,0,0,-8,1
305,-5,-7,0,0
306,-8,0,-5,-9
307,-7,1,-6,2
308,2,-5,-4,-7
309,0,-12,1,-3
310,-8,0,-2,-4
311,6,-15,1,0
312,-12,1,2,-9
313,-5,-1,0,-9
314,-6,2,-19,4
315,4,-20,3,-4
316,3,-6,-5,-7
317,-3,-7,5,-16
318,5,-29,15,-12
319,-8,-8,5,-11
320,0,-20,2,4
321,2,-11,1,-3
322,-7,-7,1,-7
323,-1,-13,7,-9
324,0,0,-6,-1
325,-2,-8,-4,-3
326,-3,-1,-3,-7
327,-6,1,-6,-1
328,-6,-6,4,-6
329,-5,-4,-2,0
330,-2,-8,2,-6
331,-1,-6,-6,4
332,-3,-10,-2,-7
333,-12,7,-16,0
334,-9,-5,2,-2
335,-6,-1,0,-9
336,0,-13,-4,1
337,-7,8,-11,-5
338,-6,-10,1,-8
339,-2,-9,3,-8
340,5,-7,-8,1
341,-5,-3,-9,-7
342,-16,10,-7,-9
343,-2,-5,0,-13
344,3,-10,-8,4
345,-10,8,-13,-2
346,7,-22,8,-2
347,-9,4,-17,2
348,4,-17,4,1
349,-2,-8,5,-13
350,-8,-2,2,-14
351,-4,-12,-5,-6
352,-9,2,-5,-1
353,-1,-8,-5,0
354,0,-13,-4,3
355,-8,5,-9,-4
356,2,-2,-7,0
357,-5,-7,7,-2
358,1,-5,-4,-9
359,-6,-11,11,-13
360,5,-21,4,-1
361,-2,-16,14,-8
362,0,-10,-3,2
363,7,-22,12,-7
364,-9,0,-8,-3
365,-4,0,-5,-3
366,-2,-13,13,-7
367,0,-5,-2,0
368,0,-18,14,-4
369,-4,-8,11,-6
370,-8,-5,-1,0
371,6,-26,12,-14
372,-8,-2,-3,0
373,-5,8,-13,-1
374,-3,-4,4,-6
375,2,-10,-2,-7
376,0,-10,-1,-1
377,-14,8,-8,-4
378,2,-32,21,-9
379,-7,-2,4,-7
380,4,-19,-4,0
381,-7,1,-4,-4
382,6,-18,9,-10
383,-8,-2,-1,-5
384,0,-7,-3,-1
385,-4,-2,-1,-5
386,-4,-9,5,-7
387,0,3,-10,1
388,-4,-8,8,-1
389,-12,3,-4,-6
390,-11,4,-8,-5
391,-8,6,-16,-5
392,-3,-4,-1,-1
393,7,-11,-5,0
394,3,0,-11,-1
395,0,-6,0,-3
396,-5,-10,7,-13
397,-10,4,-12,-4
398,-1,-18,13,-8
399,1,-1,-15,0
400,-9,-9,9,-6
401,0,-8,-2,-5
402,-6,1,-12,-2
403,1,-18,4,-7
404,-4,-8,1,-7
405,-3,-12,0,-6
406,1,-10,0,-6
407,-6,-1,-2,-6
408,3,-6,2,-13
409,-7,-4,6,-18
410,-12,-2,-2,4
411,-7,-3,-6,0
412,-6,4,-19,1
413,-7,6,-17,5
414,-5,0,-5,-5
415,-2,-15,-1,-7
416,-1,-7,-6,0
417,0,-8,-9,-4
418,-12,9,-19,-1
419,0,-5,-4,0
420,-10,2,-3,-3
421,-4,-7,8,-18
422,-10,1,-1,-2
423,-7,-8,4,-12
424,-3,0,-5,-6
425,-6,0,-5,0
426,1,-14,6,-12
427,0,-19,5,-4
428,-7,-14,7,-7
429,-1,-2,-13,0
430,-3,-20,13,-16
431,2,-13,4,-7
432,-4,0,-9,-8
433,-9,10,-13,-6
434,-2,-3,-10,0
435,-3,-3,-2,-4
436,0,-5,0,-1
437,-6,-3,-4,-3
438,-5,5,-18,1
439,-9,0,-5,-2
440,-6,1,-2,-7
441,-4,-10,3,-7
442,0,-4,-12,7
443,-1,0,-22,7
444,-10,2,-10,-5
445,-1,-9,0,-5
446,9,-21,7,-8
447,-2,-8,4,-4
448,-5,4,-10,-5
449,1,-14,8,-11
450,0,0,-13,-1
451,-2,0,-6,-6
452,-1,-13,4,-14
453,-4,-10,9,-7
454,0,-4,-6,1
455,-21,4,4,-16
456,-2,0,-15,-1
457,-3,-3,-12,-1
458,3,-6,-11,0
459,-3,0,-11,-5
460,-2,-4,-9,-5
461,-4,-3,0,-11
462,-12,0,-2,-6
463,-1,-5,-7,-1
464,-5,-1,-11,0
465,-6,-7,0,-6
466,-9,-2,-9,-1
467,-4,3,-3,-4
468,-13,8,-7,-5
469,-4,-17,15,-15
470,-10,-8,8,-10
471,-10,0,-6,0
472,-7,-5,-2,-8
473,-5,-7,0,-1
474,-12,-12,16,-12
475,-1,-16,14,-13
476,-2,-6,4,-13
477,-2,-5,-7,0
478,4,-8,-8,-4
479,2,-13,1,-13
480,0,-14,5,-6
481,0,-8,2,-10
482,0,-7,3,-7
483,-5,0,-8,-3
484,-13,10,-21,6
485,0,-16,11,-16
486,-15,8,-10,-4
487,-3,-7,4,-12
488,-2,2,-13,-5
489,-5,2,-14,5
490,-2,-7,-1,-9
491,-6,5,-15,1
492,-8,3,-10,-3
493,-8,9,-18,0
494,0,-8,-1,-9
495,-6,-1,-1,-1
496,-7,-12,6,-13
497,-6,0,-1,-7
498,1,-4,-13,1
499,2,-8,-5,-4
500,-4,5,-19,-5
501,5,-10,0,-4
502,-10,-7,3,-5
503,4,-13,-2,-2
504,6,-17,0,-12
505,-5,-6,-3,-12
506,-13,2,-2,-8
507,-8,-1,-4,-4
508,-1,-10,-6,-5
509,0,-12,0,-7
510,-6,-1,0,-6
511,-5,-2,-16,5
512,-7,6,-22,5
513,0,-12,-5,-1
514,-15,0,-3,-5
515,-8,10,-23,2
516,0,-11,-4,-4
517,3,-5,-9,-6
518,-7,-7,5,-9
519,-6,-5,-4,-12
520,-1,-3,-18,-5
521,-8,4,-15,-9
522,1,2,-20,2
523,-2,-10,0,-5
524,2,-20,10,-13
525,-6,1,-5,-3
526,5,-16,1,-4
527,-6,-5,-6,-3
528,-10,7,-1,-6
529,-7,0,-2,-5
530,-12,19,-26,6
531,0,-14,-5,-8
532,-7,-3,-9,-2
533,-9,-3,-8,-3
534,-11,11,-5,-9
535,-5,7,-12,-7
536,-3,-4,1,-12
537,-6,-10,1,-16
538,-5,-10,1,-11
539,-2,-12,0,-7
540,-5,-4,-4,-7
541,-6,-5,-7,-3
542,-9,-3,-3,-6
543,-5,3,-17,1
544,-12,6,-16,-1
545,0,-9,-7,-6
546,-5,0,-15,-2
547,-4,0,-13,-6
548,-7,-1,-8,-5
549,-6,0,-3,-8
550,2,-20,13,-15
551,-10,-4,-5,-4
552,0,-8,-4,-11
553,-22,10,-10,-5
554,-6,-4,-5,-5
555,6,-13,-9,-3
556,-7,-9,-1,-9
557,-6,-5,-1,-3
558,-10,4,-1,-7
559,-10,11,-16,-7
560,-11,3,-3,-8
561,-2,-5,-6,-8
562,-2,-2,-11,-2
563,-8,4,-13,4
564,-4,0,-12,0
565,0,-15,3,-8
566,7,-9,-10,-3
567,-14,5,-6,-7
568,-4,0,-17,-3
569,0,-11,-4,-3
570,-8,0,-6,-10
571,-4,5,-18,0
572,-10,-1,2,-12
573,-3,-7,-5,-8
574,-9,4,-16,2
575,-3,-13,3,-12
576,1,-5,-15,-4
577,-10,2,-10,-2
578,-10,5,-16,-1
579,-15,12,-15,-2
580,-17,12,-21,0
581,-13,7,-14,-4
582,-10,7,-20,-2
583,-7,5,-20,-3
584,8,-14,-9,-7
585,6,-20,-7,-6
586,0,-6,-8,-5
587,-2,-15,7,-7
588,-6,-5,-2,-2
589,-2,-9,-12,-4
590,-8,7,-23,4
591,-13,2,-10,-5
592,-7,4,-13,-4
593,-10,4,-9,-3
594,-8,1,-13,-11
595,-10,2,-6,-4
596,-6,0,-14,-5
597,-17,-2,10,-9
598,-3,2,-11,-9
599,-9,-6,-2,-10
600,-6,-10,-2,-8
601,-11,-2,-4,-5
602,-4,-7,-6,-12
603,-3,-2,-8,-1
604,-5,0,-8,-15
605,-6,-2,0,-10
606,-7,6,-10,-7
607,0,-9,-3,-8
608,-1,-3,-7,-12
609,-10,0,-12,0
610,-21,14,-8,-9
611,-8,5,-6,-4
612,4,-18,-3,-7
613,-4,1,-10,-2
614,-4,-4,-6,0
615,-9,-6,6,-9
616,-7,6,-21,2
617,3,-7,-9,0
618,-10,-3,-4,-12
619,-10,-1,-3,-11
620,-5,-9,6,-11
621,0,-19,9,-14
622,-8,-6,1,-6
623,-10,7,-12,-1
624,-10,0,7,-11
625,-12,1,7,-8
626,4,-18,0,-7
627,1,-16,5,-4
628,-4,-3,-3,-4
629,0,-7,-4,-6
630,0,-14,4,-6
631,-4,-2,-11,-2
632,-7,3,-8,4
