Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-4,11,-14,7
2,-4,3,-4,6
3,1,-9,0,0
4,0,4,10,-4
5,4,-3,0,-1
6,-6,5,-2,-5
7,-9,17,-14,5
8,0,-6,10,-11
9,-8,14,-15,4
10,-12,10,-4,-4
11,0,-11,12,3
12,-2,-2,4,1
13,0,-4,3,-5
14,-5,2,-2,-2
15,-6,-8,12,-11
16,-6,5,-3,-6
17,-10,9,0,2
18,0,-2,0,0
19,-7,13,-13,0
20,-3,-4,12,-7
21,-7,-2,-10,3
22,-5,-9,10,-6
23,0,-10,13,-10
24,-3,10,-17,9
25,0,-3,5,-3
26,-8,1,7,-7
27,-11,-1,15,-11
28,-6,12,-9,3
29,2,-6,4,2
30,-16,19,-5,-5
31,-9,0,12,-10
32,1,-5,8,-11
33,-13,2,6,-3
34,-4,-5,15,-9
35,-14,7,-2,4
36,-7,1,5,-11
37,-13,14,-3,-4
38,1,-14,9,-1
39,-3,-1,-2,1
40,-2,2,0,3
41,0,-4,3,0
42,-1,0,-2,0
43,2,-11,8,-3
44,2,-15,10,-8
45,-9,3,3,-7
46,-6,4,-2,-1
47,-9,2,-1,0
48,-18,12,1,-8
49,-9,7,-3,1
50,-6,0,-2,-1
51,-13,16,-10,-4
52,-2,-8,11,-9
53,-5,-2,5,0
54,-2,0,-1,0
55,0,-5,7,-8
56,3,-7,3,0
57,-14,16,-15,11
58,-5,4,-7,0
59,-3,-9,6,-6
60,-5,0,-6,7
61,-3,-3,4,0
62,-1,-16,16,-4
63,-14,7,-2,-6
64,1,-8,2,-6
65,-6,14,-15,0
66,2,-9,-2,6
67,-9,7,-6,-5
68,-3,3,5,-9
69,-3,4,-1,1
70,-4,-7,6,-6
71,-13,11,0,-7
72,-6,9,0,0
73,1,-1,-10,6
74,-7,0,2,-3
75,-17,5,1,0
76,1,-9,4,-4
77,8,-26,22,-9
78,0,5,-13,-5
79,-8,8,-7,4
80,-2,-7,-2,0
81,-7,4,-3,-4
82,-9,-1,15,-19
83,-2,-1,2,0
84,-2,-9,13,-7
85,-9,1,0,-2
86,-10,10,-11,0
87,6,-1,-13,6
88,-2,-12,2,1
89,-5,11,-8,-4
90,0,-2,1,-8
91,-10,3,-2,-5
92,-11,6,1,-5
93,-5,-5,10,-11
94,-9,1,0,0
95,-3,3,-1,-4
96,-4,-4,-1,-4
97,-8,-6,8,-4
