Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-5,10,0,-6
2,2,-9,7,-5
3,2,-1,1,-5
4,-1,0,-2,-7
5,2,-5,1,1
6,-9,6,-5,-1
7,-6,3,3,0
8,0,0,-3,0
9,-7,8,0,-7
10,0,0,0,-5
11,-3,0,4,0
12,1,-8,0,-6
13,-7,8,-11,0
14,-2,7,-1,-8
15,0,0,-4,0
16,0,3,-10,1
17,3,-5,0,-1
18,-3,-10,9,-7
19,4,-22,13,-9
20,3,-8,7,-5
21,-4,4,-12,1
22,-4,-2,9,-7
23,-2,-7,7,-7
24,0,-7,11,-11
25,-1,2,-6,0
26,5,-13,16,-10
27,-6,4,-1,-7
28,5,-20,17,-9
29,-4,-4,-1,0
30,2,-17,6,0
31,-2,-3,5,-9
32,-2,2,0,-3
33,-4,0,1,-4
34,-3,6,-8,-1
35,-16,19,-7,-1
36,-9,0,8,-9
37,2,-9,6,-11
38,-1,-12,5,0
39,-4,0,-3,-2
40,-8,0,-2,-5
41,0,7,-5,-3
42,-4,12,-13,2
43,2,-11,5,-7
44,-8,7,-6,-1
45,-2,-2,1,-7
46,0,-4,-1,-2
47,-2,1,-2,-5
48,-1,1,-1,-6
49,-9,4,-1,-1
50,3,-17,14,-2
51,-6,10,-6,0
52,3,-8,2,-6
53,-8,3,0,-1
54,-13,13,-7,-7
55,0,-4,-3,0
56,-8,1,0,-8
57,0,-2,0,-5
58,-1,-5,4,-5
59,-2,-4,0,-3
60,6,-6,-1,-5
61,-6,5,1,-4
62,0,-6,2,-5
63,1,1,-12,-1
64,-7,-4,5,-6
65,-5,-1,7,-9
66,0,1,-4,-5
67,0,-9,0,-5
68,5,-14,10,-6
69,-11,9,-8,-5
70,-13,10,-11,4
71,-13,5,0,-3
72,3,-1,-5,-2
73,-1,-9,6,-12
74,1,3,-15,1
75,-2,-2,-8,0
76,-2,2,-5,-3
77,-8,0,7,-9
78,-2,6,-12,0
79,-1,-13,14,-11
80,1,-11,0,1
81,-4,5,-9,1
82,-7,-3,1,-10
83,-4,8,-14,1
84,0,-15,8,-10
85,-12,8,-7,-1
86,-2,-10,11,-10
87,0,-13,6,-9
88,-6,-2,-4,-4
89,-10,11,-9,-5
90,-9,6,-3,-10
91,-9,3,-4,0
92,-10,6,-9,-1
93,0,-18,15,-6
94,-11,6,-8,-9
95,-3,3,-8,-4
96,-3,-1,-1,-6
97,-7,7,-9,-12
98,-3,7,-10,-4
99,-8,4,-3,-10
100,-9,4,-5,-3
101,1,-4,-6,-3
102,-5,-10,0,-7
103,-10,13,-15,-1
104,-8,10,-13,-3
105,-7,4,-2,-8
106,-8,-7,7,-12
107,1,-13,9,-4
108,-1,-3,0,-4
109,-2,-2,-2,-5
110,-4,-1,-14,1
111,0,0,-3,-15
112,-3,-9,4,-14
113,-10,5,-8,-4
114,-3,-7,0,-6
115,-6,-6,13,-15
116,1,-13,11,-13
117,4,-3,-4,-9
118,0,-7,2,-9
119,-4,7,-14,-3
120,-3,7,-9,-7
121,2,-7,-1,-5
122,-6,7,-10,-7
123,-14,3,-9,1
124,-10,-6,2,-13
125,-3,-10,5,-13
126,-6,-1,2,-7
127,-4,4,-13,-5
128,0,-16,11,-10
129,-1,0,0,-10
130,-4,-3,5,-6
131,0,0,-6,-5
132,-4,-9,0,-9
133,-8,-1,2,-14
134,-11,6,-11,-3
135,-3,-8,0,-10
136,-9,1,-2,-11
137,-3,0,-5,-9
138,-10,1,1,-7
139,-12,10,-14,-9
140,4,-9,-1,-5
141,-1,-5,-6,-2
142,-8,4,-8,-8
143,-11,11,-14,-2
144,-6,-3,-2,-1
145,-4,-3,3,-11
146,-7,2,-9,-2
147,-7,1,-3,-8
148,-7,1,4,-11
149,0,-8,10,-16
150,-5,-8,7,-13
151,-3,-9,-2,-6
152,-5,-7,3,-9
153,-1,-10,1,-6
154,2,-17,12,-14
155,-5,-2,6,-15
156,2,-9,-4,-3
157,-5,-6,0,-12
158,-2,2,-9,1
159,-5,-5,4,-8
160,-3,-2,-9,-5
161,-13,0,0,-3
162,0,-7,0,-8
163,7,-12,0,-12
164,-1,-10,6,-11
165,0,1,-15,-3
166,-9,-4,2,-7
167,-3,-7,2,-10
168,1,-10,4,-13
169,-12,-3,11,-17
170,-3,-14,7,-4
171,-7,-11,8,-1
172,-4,-2,-1,-5
173,-5,2,-11,-8
174,-16,4,0,-10
175,-10,9,-5,-8
176,-6,0,-2,-8
177,-8,4,-9,-8
178,-6,-4,-5,-3
179,-11,9,-11,-5
180,-4,3,-4,-6
181,7,-14,1,-4
182,-6,3,-3,-11
183,-5,-9,7,-8
184,0,-6,-6,-7
185,0,-11,0,-5
186,1,-11,-3,-5
187,-12,9,-15,-1
188,-5,-2,2,-18
189,-11,8,-4,-6
190,-12,4,2,-13
191,1,-8,-2,0
192,-5,2,-9,-9
