Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,2,-11,4,1
2,9,-28,25,-12
3,-1,-10,14,3
4,-7,2,1,2
5,-2,-3,6,-12
6,-3,0,0,0
7,13,-21,-3,-2
8,0,-15,18,-8
9,0,-4,0,-1
10,1,-10,12,-6
11,-4,11,-6,0
12,-2,-10,19,-10
13,-4,0,-3,-1
14,7,-15,4,-3
15,-2,-7,2,2
16,-1,-5,-1,-1
17,12,-17,5,1
18,0,0,-2,3
19,-4,-14,6,-4
20,2,-19,14,-6
21,13,-19,17,-11
22,-13,-1,4,5
23,0,-12,12,-6
24,-10,16,-13,2
25,0,-16,16,-9
26,0,-11,7,-6
27,-1,-4,1,0
28,-5,2,-3,1
29,-1,-3,9,-3
30,-6,-1,7,-3
31,4,-15,16,-9
32,2,-22,24,-11
33,-5,-11,12,-5
34,-6,-6,0,2
35,1,-10,3,-3
36,7,-14,0,0
37,-7,-3,5,-12
38,4,-15,6,-3
39,-13,13,-14,3
40,-5,-10,9,-3
41,-9,-9,17,-5
42,0,-3,0,2
43,-1,-6,1,0
44,-9,7,-4,1
45,-10,7,-3,-5
46,3,-11,4,-5
47,4,-17,13,-7
48,-6,7,-10,4
49,-3,-3,-2,-2
50,-5,-11,12,-6
51,3,-11,6,-6
52,-9,5,-4,-2
53,0,-20,17,-6
54,-8,15,-8,-2
55,-7,-3,7,-7
56,5,-18,15,-8
57,-1,-13,8,-4
58,0,-2,-7,3
59,-13,4,5,-4
60,-7,2,0,-5
61,-2,5,-5,6
62,2,-7,4,-1
63,-11,0,-1,-4
64,-5,4,-7,5
65,-1,-4,4,-6
66,1,-4,-4,-3
67,0,-8,-3,-5
68,-6,6,-6,-4
69,0,-17,7,-1
70,-13,0,2,-4
71,-9,-11,15,-10
72,1,-18,7,0
73,-9,-4,-2,2
74,-5,-5,4,-3
75,0,-8,2,-6
76,-3,-4,-9,0
77,-2,-10,2,-7
78,-2,3,-9,3
