Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,4,-2,-1,0
2,4,-9,9,-5
3,0,-4,9,-6
4,0,0,0,-7
5,1,-2,-1,3
6,1,-9,1,-4
7,-3,1,-1,-4
8,-1,0,-4,1
9,8,-8,1,-3
10,0,-7,6,-5
11,-5,5,-9,-4
12,-12,18,-11,0
13,-9,9,-4,0
14,-12,13,-6,-8
15,-8,0,3,-7
16,-8,18,-18,-6
17,0,-5,4,-3
18,-9,12,-18,1
19,-8,10,-12,1
20,-6,1,0,-5
21,-3,0,-6,-5
22,-10,2,-3,0
23,-3,-13,10,-8
24,-11,8,-1,-2
25,-2,-4,0,-4
26,-2,-11,9,-7
27,-6,-1,-7,2
28,2,-30,29,-14
29,1,-20,19,-10
30,2,-4,-12,2
31,-1,-16,11,-5
32,-3,5,-9,-2
33,-9,-1,0,1
34,-10,-1,0,-2
35,-6,6,-7,-2
36,-3,-8,4,-3
37,-11,9,-13,6
38,7,-20,14,-13
39,5,-8,3,-7
40,-1,2,-5,0
41,3,-7,0,-5
42,0,-6,-6,5
43,-3,-24,30,-18
44,-12,8,5,-7
45,-15,10,-6,-3
46,-4,-3,0,0
47,-1,0,-4,-2
48,-7,-3,-2,-5
49,-8,0,0,-4
50,-4,-1,-2,-3
51,-7,-10,7,-9
52,-4,-9,1,-5
53,4,-21,19,-13
54,-12,8,-12,-1
55,-6,8,-14,-1
56,-11,2,-4,-1
57,-7,-3,-7,-6
58,-4,-8,12,-11
59,-15,8,-1,-2
60,-16,13,-10,-4
61,-17,6,-4,1
62,-12,5,-9,5
63,-3,-1,-15,5
64,1,-10,-7,-1
65,3,-11,8,-13
66,-3,-11,12,-13
67,-3,0,-9,-3
68,-5,1,-8,-2
69,1,-6,4,-4
70,-10,1,-5,-1
71,-8,-11,19,-11
72,-11,6,-7,0
73,-8,-2,-2,-2
74,-2,-7,-2,-2
75,-9,3,-11,-2
76,-8,4,-6,-8
77,-11,3,-4,-5
78,-1,-9,2,-8
79,-5,-8,18,-17
80,1,-6,5,-11
81,2,-23,20,-16
82,-9,5,-3,-6
83,-7,-1,-4,-1
84,2,-11,7,-8
85,-16,13,-11,-2
86,-5,5,-5,-7
87,-5,18,-35,14
88,-4,0,-3,-3
89,-16,7,-6,2
90,-15,20,-24,4
91,-7,9,-26,6
92,-12,-1,-7,1
93,-9,-12,14,-12
94,1,-17,2,-4
95,-9,2,-1,-3
96,-14,10,-16,-3
97,1,-12,5,-18
98,-3,-3,-5,-10
99,0,-10,-2,-4
100,-5,-3,-3,-13
101,-6,-5,0,-9
102,-13,3,-11,-5
103,-17,24,-29,6
104,-24,14,-11,-4
105,-3,-5,-2,-8
106,-4,-16,11,-12
107,-9,5,-3,-4
108,-10,3,-4,-7
109,-5,-2,0,-5
110,-2,-10,7,-3
111,0,-10,-1,-3
112,0,-7,-6,2
113,-10,-8,-4,-6
114,2,-18,2,-13
115,-3,-1,-2,-5
116,5,-18,8,-13
117,-9,-3,7,-10
118,-3,-8,4,-6
119,0,-7,-6,-8
120,-15,-2,4,-12
121,-9,3,-16,3
122,2,-7,-3,-9
123,-5,-8,0,-3
124,-3,-7,0,-12
125,-5,-13,9,-11
126,-12,-5,0,-10
127,-7,-3,-4,-3
128,-11,-3,13,-20
129,-10,5,-15,-4
130,6,-33,16,-15
131,-9,-2,-2,-9
132,-4,-5,-4,-10
133,-7,-14,7,-8
134,-8,0,-1,-7
135,-16,0,7,-19
136,-6,-6,3,-5
137,-10,-5,11,-15
138,-2,-11,-2,-7
139,-9,-2,-9,-1
140,-14,0,2,-6
141,-6,0,-12,-8
142,-5,-15,12,-13
143,-6,5,-11,-10
144,-5,3,-7,-2
145,-9,3,-16,0
146,-8,4,-2,-8
147,-3,3,-9,-2
148,0,-23,19,-20
149,-6,-9,-1,0
150,-12,-4,-1,-3
151,-6,-9,1,-11
152,-7,-11,6,-7
153,-7,-9,8,-12
154,-11,-3,1,-6
155,-12,1,0,-6
156,-15,4,-11,-6
157,-10,5,-13,-2
158,-8,-12,2,-11
159,-13,0,-2,-7
160,0,-18,1,-4
161,-6,-2,2,-10
162,-15,12,-14,-2
163,2,-16,3,-10
164,-18,6,-9,-8
165,-12,1,-7,-7
166,-3,-12,3,-13
167,-2,-3,-11,-2
168,-5,-2,0,-8
169,-8,4,-16,-5
170,6,-14,-1,-7
171,-9,0,-6,-10
172,-15,9,-13,-8
173,-14,-3,-6,-1
174,0,-6,-15,-3
175,-11,-5,-2,-5
176,-9,2,-14,0
177,-12,-2,-2,-3
178,-3,-4,-1,-5
179,0,-15,0,-6
180,-10,20,-28,1
181,-3,0,-8,-9
182,-5,3,-21,4
183,-11,8,-13,-4
184,-7,-2,-6,0
185,-3,-9,-7,-3
186,-14,9,-10,-2
187,-8,-10,0,-12
188,-16,5,-7,-7
189,-16,13,-17,-7
190,-9,-9,5,-16
191,3,-20,3,0
192,-14,-4,-9,0
193,-7,8,-19,-5
194,-11,0,-6,-13
195,-10,-2,-2,-6
196,-4,-8,5,-12
197,-14,10,-12,-10
198,-7,6,-13,-6
199,-11,16,-21,0
200,-5,5,-13,-5
201,-6,-10,-4,0
202,-7,0,-10,-2
203,-4,-9,-3,1
204,-14,0,-2,-12
205,-6,-7,2,-7
206,-8,-2,3,-11
207,-7,-11,9,-6
208,-11,-1,-7,0
209,-13,7,-9,-7
210,-6,6,-15,-9
211,-6,-14,9,-15
212,-2,-8,-11,4
213,-15,-10,7,-6
214,-8,-7,-1,-2
215,-8,-16,5,-6
216,-2,-12,-2,-4
217,-5,-2,-10,-1
218,-13,9,-16,-6
219,-9,-6,0,-8
220,-11,-13,9,-12
221,-3,-22,16,-16
222,-17,-1,0,-8
223,-18,7,-6,-7
224,-5,-7,5,-10
225,-4,-14,10,-6
226,-12,0,-12,-2
227,-8,-7,7,-13
228,-12,4,-2,-12
229,-14,0,-6,0
230,-1,-20,10,-6
231,-2,-3,-19,-3
232,-11,-1,-2,-13
233,-8,-7,3,-11
234,-10,-16,20,-13
235,-2,-17,16,-19
236,-17,2,-5,-6
237,-12,5,-10,-3
238,-5,-6,-1,-7
239,-10,-8,6,-14
240,-5,-10,0,-8
241,-6,-14,4,-10
242,-11,5,-4,-16
243,-8,-1,-1,-14
244,-1,-27,11,-5
245,-6,-8,7,-16
246,-9,-8,0,-7
247,-11,-5,2,-5
248,-7,7,-28,6
249,0,-21,10,-8
250,-21,18,-13,-2
251,-14,0,-5,-6
252,-7,-4,-7,-3
253,-12,-3,-6,-8
254,-19,6,1,-10
255,-2,-22,15,-10
256,-9,-2,-6,-12
257,-1,-20,-1,-10
258,-12,-5,2,-11
259,-12,0,-5,-9
260,-8,-8,-1,-13
261,-9,5,-19,-3
262,-8,-1,-2,-10
263,2,-15,4,-8
264,-5,0,-15,-1
265,-2,-5,-8,-5
266,-14,1,-10,-8
267,-11,4,-9,-6
268,-12,-1,-8,-1
269,-9,5,-14,-7
270,-12,5,-10,-7
271,-16,11,-14,-5
272,-9,17,-17,-1
273,-11,9,-22,5
274,-5,-6,-8,-2
275,-11,-7,-1,-11
276,-5,-13,3,-10
277,-5,-9,0,-8
278,-4,-15,3,-15
279,-13,4,-14,-3
280,-5,-5,-2,-11
281,-4,-1,-15,1
282,-15,8,3,-9
283,-10,-10,7,-11
284,-12,-5,3,-14
285,-10,-4,-3,-5
286,2,-19,-1,-6
287,-10,-10,-1,-1
288,-17,11,-12,-3
289,-19,2,0,-3
290,-8,12,-29,0
291,-19,1,1,-5
292,-13,-3,-3,-3
293,-6,-6,8,-9
294,-7,2,-1,-10
295,-11,10,-16,0
296,-3,2,-10,-2
297,-4,0,-18,0
298,-5,-17,13,-14
299,-7,-3,0,-3
300,-1,4,-10,-1
301,-14,1,3,-10
302,-20,29,-21,-3
303,0,-20,10,-6
304,-12,8,-5,-3
305,-6,0,-6,-5
306,-9,0,-11,6
307,-9,-1,-2,-12
308,-9,11,-16,-2
309,-13,3,-6,-1
310,-5,-2,-14,1
311,-13,-2,-1,-4
312,-12,5,-11,-9
313,-10,-2,-12,-2
314,-23,15,-17,2
315,0,-15,5,0
316,-11,-10,5,-11
317,-10,-11,3,-8
318,-17,6,-7,-7
319,-6,3,-18,0
320,-5,4,-12,-5
321,2,-15,-3,-3
322,-9,-3,-6,-5
323,-10,2,-6,-5
324,-9,-4,-1,0
325,3,-11,-4,-5
326,-19,8,-10,-6
327,-2,-7,3,-11
328,-16,10,-16,-12
329,-7,-17,7,-10
330,-7,-3,0,-1
331,-8,-8,5,-4
332,-8,-3,1,-8
333,-4,1,-13,-4
334,-2,-18,6,-16
335,-14,1,-8,-4
336,-5,-12,5,-14
337,-9,-5,3,-10
338,-22,13,-6,-11
339,2,-20,10,-13
340,-7,-1,-2,-8
341,-7,0,-15,0
342,-10,-10,-6,-5
343,-19,8,-14,-3
344,-12,-4,-6,-13
345,-12,4,-6,-11
346,-18,3,3,-18
347,-15,6,-10,-8
348,-8,4,-10,-2
349,-1,-1,-12,-5
350,3,-29,22,-18
351,-11,-5,-1,-13
352,1,-14,3,-13
353,-9,4,-17,-5
354,-5,-10,-3,-12
355,-14,12,-13,-3
356,-13,-7,7,-9
357,-6,-5,-2,-13
358,-10,-3,0,-5
359,-6,-7,1,-9
360,-11,-2,0,-9
361,-14,0,-9,0
362,-7,-20,17,-11
363,-18,13,-17,2
364,-14,4,1,-12
365,-10,-3,-3,-4
366,-16,-8,8,-14
367,-13,-3,1,-8
368,-10,-7,-1,2
369,-8,-7,-3,-5
370,-16,-8,5,-12
371,-3,-14,-5,-11
372,-14,8,-17,-7
373,-10,1,-17,3
374,-11,2,-1,-8
375,-13,4,-4,-11
376,-6,-16,10,-13
377,-14,12,-15,-5
378,-8,-8,0,-6
379,-16,9,-10,-5
380,-14,3,-10,-9
381,-5,-9,-2,-7
382,-4,-5,-7,-7
383,-9,-4,-7,-3
384,-11,-6,1,-11
385,-6,-13,8,-14
386,-6,-8,0,-6
387,-5,-16,4,-11
388,-12,-13,9,-15
389,-2,-19,14,-10
390,-7,6,-18,-1
391,-18,4,-4,-5
392,-10,0,-5,-4
393,0,-20,9,-15
394,-1,-6,-7,-2
395,-4,-10,0,-5
396,-8,1,-6,-2
397,-8,-5,-4,-9
398,-6,-7,-2,-3
399,-17,1,-2,-3
400,-3,4,-11,2
401,-8,-2,5,-10
402,-12,-8,4,-2
403,-12,-8,21,-14
404,-10,-6,4,-9
405,-11,0,-8,-5
406,-8,2,-7,0
407,-6,-13,6,-7
408,-8,-3,-5,-3
409,-6,0,-22,5
410,-6,-10,4,-11
411,-7,-2,-7,2
412,-9,0,-1,0
413,-16,7,-13,-7
414,-3,-12,-5,-7
415,-11,1,-4,-9
416,-4,-3,-3,-8
417,-4,2,-20,-6
418,-5,-19,3,-19
419,-4,-7,-5,-9
420,-6,-7,5,-18
421,1,-13,-1,-10
422,-18,4,-5,-6
423,-7,-6,-4,-2
424,-8,-7,-7,-5
425,-6,-5,-11,-3
426,-14,1,-11,1
427,3,-30,8,-4
428,-2,-8,-4,-7
429,-3,-2,-7,-11
430,-9,-1,-1,-10
431,-9,-8,-3,-10
432,0,-25,8,-17
433,-5,-4,-6,-5
434,-12,-4,0,-10
435,-7,-3,0,-8
436,-23,3,-4,-1
437,-13,4,-14,-7
438,-11,8,-17,-4
439,-8,-8,5,-6
440,-9,-4,-4,-8
441,-18,15,-25,0
442,-22,13,-13,-11
443,-19,2,-5,-5
444,-10,-2,-5,-12
445,-22,13,-20,-5
446,-10,-8,0,-4
447,-14,9,-20,0
448,-23,8,-9,-9
449,-4,0,-11,-5
450,-5,-7,2,-12
451,-18,3,-1,-15
452,-10,-1,-17,3
453,-7,-11,2,-12
454,-7,-6,-7,-2
455,-11,7,-23,1
456,-1,-11,1,-11
457,-12,5,-11,-8
458,-10,-11,-2,-7
459,-11,4,-9,-15
460,-6,-5,-5,-13
461,-9,-20,4,-8
462,-16,15,-21,-3
463,-12,-10,1,-16
464,-6,-14,-3,-10
465,-4,-10,-5,-1
466,-19,19,-21,0
467,-14,4,-10,0
468,-15,-2,2,-8
469,-8,-17,5,-6
470,-11,2,-7,-6
471,-3,-6,-7,-1
472,-4,-1,-10,-6
473,-9,-10,5,-11
474,-9,-1,-7,-8
475,-11,14,-22,1
476,-10,-2,-5,-6
477,-15,-2,-5,-7
478,-13,-5,0,-8
479,-12,7,-12,-6
480,-5,-5,-6,-4
481,-12,-4,-2,2
482,-17,2,-13,-5
483,-10,2,-18,1
484,-10,8,-20,-5
485,-9,-17,4,-15
486,-9,7,-19,-2
487,-8,-10,-5,-1
488,-17,6,-17,-6
489,-13,2,-11,-1
490,-8,9,-25,0
491,-13,-4,-4,-7
492,-11,3,-7,-8
493,-6,-10,-3,-10
494,-6,0,-14,2
495,-8,-11,10,-17
496,-18,1,-4,-10
497,-16,6,-19,-4
498,-16,2,-13,-9
499,-18,-2,-10,-7
500,-6,-6,-2,-17
501,3,-31,14,-11
502,-7,0,-6,-12
503,-3,-4,-5,-5
504,-5,-8,-5,-4
505,-10,-14,8,-12
506,-14,14,-28,0
507,-2,-2,-9,-5
508,-1,-18,-3,-1
509,-12,7,-9,-8
510,-14,1,-2,-7
511,-12,6,-15,-9
512,-6,-13,0,-7
513,-7,9,-29,0
514,-2,-9,-8,-5
515,-17,2,-5,-3
516,-18,23,-26,-4
517,-12,-1,-13,-4
518,-8,-1,-8,-4
519,-18,12,-11,-10
520,-10,-2,-18,-4
521,5,-26,1,-12
522,-9,0,-15,-3
523,-12,5,-16,2
524,-1,-14,-5,-2
525,-7,-10,3,-5
526,-16,-2,-1,-8
527,-14,-8,-5,-5
