Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-7,8,-8,-1
2,3,-1,-3,0
3,-7,0,0,-6
4,1,2,-6,0
5,-10,10,-3,-6
6,-2,-4,0,1
7,-6,14,-16,6
8,-5,2,11,-12
9,-1,-3,-1,-3
10,-8,15,-13,4
11,-1,0,-9,0
12,-8,13,-8,2
13,3,0,0,-4
14,-12,0,6,-6
15,-4,-4,5,-7
16,4,-1,-1,0
17,3,-1,-5,-4
18,0,-14,7,-5
19,-7,10,-10,-2
20,1,3,-16,0
21,1,-3,-6,2
22,-1,-6,7,-9
23,0,-7,6,-4
24,-11,9,-2,-9
25,0,0,-8,-1
26,1,-13,5,-3
27,-6,0,-2,-3
28,-4,3,-8,-3
29,6,-9,4,-6
30,1,-7,2,-7
31,-10,4,-1,1
32,-1,-5,2,-15
33,-8,3,5,-6
34,-2,-2,-7,0
35,-5,-1,0,-2
36,-13,20,-20,-2
37,3,-8,-4,-2
38,-11,14,-17,0
39,-6,-2,-2,-2
40,-7,-9,14,-16
41,0,-18,12,-8
42,-12,-11,18,-7
43,-4,8,-13,1
44,0,-4,-1,-5
45,-4,4,3,-5
46,-7,11,-5,-2
47,1,-3,3,-5
48,2,-11,1,-3
49,-5,-4,2,-4
50,0,-4,-3,1
51,0,-5,0,1
52,-11,3,0,-4
53,-9,3,-5,5
54,-2,-12,10,-8
55,2,-4,-8,0
56,2,-16,12,-13
57,-9,9,-13,-3
58,-7,7,-5,-2
59,6,-4,1,10
60,-10,5,-2,0
61,-1,2,-13,4
62,-5,-8,6,-4
63,0,-12,7,-5
64,-8,0,0,-4
65,3,-5,-8,0
66,-10,3,0,-6
67,-6,-4,-2,-6
68,3,-4,-6,-4
69,-2,-8,4,-4
70,-1,4,-18,1
71,-8,4,-4,0
72,-6,1,-4,-2
73,-2,-13,16,-7
74,-6,6,-14,-1
75,-7,1,-1,-7
76,1,-12,6,-8
77,-9,-1,3,-2
78,-7,2,-12,-2
79,-4,0,-3,-3
80,-5,-3,3,-7
81,-11,0,0,-12
82,-4,-10,8,-6
83,4,-3,-11,4
84,-5,-10,7,-11
85,-9,2,1,-6
86,-9,-4,2,-5
87,1,-4,0,-6
88,-4,-9,0,-8
89,-9,3,-10,0
90,-6,0,-8,-2
91,-4,-1,4,-14
92,-3,2,-4,-4
93,-7,2,-11,2
94,-13,7,-2,-2
95,-8,-5,1,-1
96,-1,-2,-9,-3
97,-9,3,0,-6
98,-6,0,-3,-6
99,-20,19,-15,-7
100,-10,5,-17,5
101,0,-10,-1,-2
102,-18,3,3,-15
103,-4,-12,15,-10
104,-15,5,-7,-1
105,-7,-10,6,-12
106,-1,0,-7,0
107,-6,-6,-2,0
108,-6,-11,7,-4
109,-11,10,-4,-4
110,-6,-14,15,-13
111,-19,12,-9,-1
112,3,2,-14,-2
113,-9,-6,0,-7
114,-2,0,-12,2
115,-2,-5,11,-17
116,-9,0,-2,-5
117,-8,2,-9,-5
118,-7,-10,10,-18
119,3,-23,18,-15
120,-12,-1,1,-6
121,-2,-9,1,-6
122,-7,-14,5,-6
123,-13,8,-9,-3
124,0,-11,3,-5
125,-15,7,-5,-3
126,-11,4,-7,-11
127,-4,-18,10,-8
128,1,-19,8,-10
129,-5,-6,0,-5
130,-4,-7,-1,-7
131,-13,3,-7,-10
132,-11,6,-8,-3
133,-6,2,-6,-8
134,3,-16,12,-16
135,-5,-13,10,-19
136,1,-11,-3,0
137,-14,0,-7,-5
138,-6,0,3,-15
139,-3,-8,-1,-6
140,-8,-2,0,-4
141,-8,11,-20,2
142,-17,11,-6,-1
143,-6,-7,1,-6
144,-5,2,-12,-6
145,-10,12,-17,0
146,-12,3,-5,-6
147,-2,-12,-2,-9
148,-4,-6,2,-6
149,0,-7,-8,-2
150,-5,-1,-6,-3
151,-8,6,-16,0
152,-6,-3,-7,-5
153,-6,3,-6,-10
154,0,-17,7,-11
155,-9,6,-12,0
156,-14,21,-22,0
157,-9,3,-6,-2
158,-5,-3,-1,-10
159,-11,-9,4,-11
160,-8,1,-7,-1
161,-12,0,-4,-8
162,-5,5,-10,-4
163,-5,1,-13,3
164,-4,-10,5,-13
165,3,-28,8,-8
166,-10,4,-7,-5
167,-12,4,-9,-2
168,-3,-6,3,-4
169,-6,-12,10,-12
170,-6,-6,6,-15
171,4,-15,4,-17
172,-17,13,-15,-3
173,-10,3,-9,-6
174,-3,-2,-5,0
175,-4,-3,-8,0
176,-5,-4,-3,-6
177,-16,8,-9,-6
178,-9,0,-3,-9
179,-13,16,-21,1
180,-2,-6,-5,-4
181,-2,-7,-9,-4
182,-7,-5,-1,-6
183,-3,6,-12,0
184,-11,2,-9,-8
185,-15,14,-9,-5
186,-11,1,-3,-6
187,-11,7,-18,6
188,-5,0,-10,-9
189,-8,-4,-7,-2
190,0,-11,0,-7
191,-9,0,1,-10
192,-5,-11,5,-12
193,-6,0,-12,-2
194,-4,-3,-9,-1
195,-7,4,-12,-6
196,-5,-1,-4,-6
197,-13,-3,3,-9
198,0,-11,-5,-6
199,-9,8,-5,-12
200,-12,-1,6,-11
201,-2,-11,-2,-5
202,-10,7,-14,-2
203,-12,11,-14,-3
