Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,3,-18,25,-9
2,-5,-4,13,-7
3,-3,8,-2,-2
4,-1,-6,11,-7
5,-5,0,2,0
6,-4,2,3,-8
7,-7,8,-10,3
8,0,-1,5,-5
9,5,-18,17,-11
10,-1,0,1,-6
11,-6,2,-4,0
12,-8,2,-2,-5
13,-9,8,1,-2
14,-7,11,-14,5
15,-3,6,-12,1
16,-3,0,3,-4
17,-1,-8,6,0
18,1,-8,0,-3
19,-3,0,8,-9
20,3,0,-5,2
21,0,-5,5,-5
22,-1,0,-1,-1
23,-4,1,0,-7
24,-3,-7,10,-2
25,-5,5,-11,2
26,-7,-10,23,-11
27,-1,12,-7,-7
28,-11,11,-2,-2
29,0,1,4,-5
30,7,-19,17,-10
31,2,-14,13,-5
32,0,-8,2,-9
33,1,-11,3,-7
34,6,-22,13,-9
35,-6,0,9,-11
36,6,-1,-10,0
37,-2,10,-12,-5
38,-2,-7,8,-13
39,-3,-13,14,-5
40,-6,0,3,-6
41,2,-13,3,3
42,-6,-4,6,-8
43,-7,5,1,1
44,-7,4,1,-5
45,-8,-4,7,-7
46,2,-16,20,-15
47,-10,9,-4,-5
48,-8,-1,5,-6
49,0,-9,7,-5
50,11,-19,6,-10
51,-9,-1,1,1
52,-1,-18,17,-12
53,-7,-2,10,-6
54,-11,22,-13,0
55,-2,-12,7,-7
56,-13,8,-3,-7
57,-3,-9,11,-6
58,-8,1,0,-4
59,-3,-9,12,-19
60,-6,0,-4,-2
61,-3,0,-10,4
62,-7,8,-14,0
63,0,-16,7,-10
64,-4,1,0,-7
65,-6,-1,0,-5
66,-11,2,-2,-3
67,1,-19,8,-7
68,-6,3,0,-8
69,0,-16,18,-16
70,1,-12,9,-10
71,-2,-5,9,-8
72,-13,1,1,-2
73,-2,-6,3,-4
74,-7,8,-7,0
75,-7,3,-2,-4
76,-9,1,2,-6
77,-2,-10,9,-7
78,2,-3,-8,-2
79,1,-14,0,-3
80,-2,-6,4,-5
81,-8,7,-6,-8
82,-8,4,-8,-2
83,-8,-12,16,-13
84,-7,-4,1,1
85,9,-27,19,-11
86,-13,6,-8,-3
87,-1,-18,13,-11
88,-5,-3,0,-7
89,-6,3,-12,0
90,-8,3,-4,-5
91,-7,7,-4,-2
92,-11,6,-2,-5
93,-3,-2,-5,-2
94,-7,4,-3,-2
95,-13,2,6,-6
96,-2,-8,4,-8
97,-5,0,-8,-3
98,-7,4,-9,-4
99,3,-16,4,-6
100,-2,-4,4,-9
101,1,-3,-6,-2
102,-7,-2,7,-9
103,-10,-3,9,-11
104,-3,-1,0,-10
105,-6,-3,6,-8
106,-9,10,-15,0
107,-6,-5,7,-12
108,-1,-9,5,-6
109,-8,-10,14,-12
110,-3,6,-14,1
111,-9,5,3,-14
112,0,-18,16,-13
113,-11,-5,4,-6
114,-9,-2,0,-4
115,-8,6,-13,3
116,-9,-3,0,-5
117,-9,-1,1,-8
118,-12,4,-11,-4
119,0,-8,1,-10
120,-1,-6,0,-10
121,-13,3,-5,-6
122,-19,5,-6,2
123,-1,-1,-5,-8
124,-14,3,5,-13
125,-5,-7,1,-6
126,9,-5,-5,-1
127,-13,13,-16,-1
128,-11,-2,-4,-4
129,4,-26,14,-8
130,-7,-3,5,-6
131,0,-10,5,-9
132,-15,3,7,-8
133,-8,3,-6,-7
134,-3,-10,0,-7
135,-8,-6,4,-5
136,-19,11,-3,-11
137,-2,-7,0,-6
138,-10,-5,10,-15
139,-4,0,-2,-13
140,-13,17,-15,-2
141,-9,0,2,-7
142,-11,0,7,-10
143,-6,-4,3,-14
144,-10,14,-20,-1
145,-6,2,-8,0
146,-6,-4,0,0
147,-3,-12,5,-8
148,1,-18,6,-14
149,-2,-10,10,-12
150,-11,2,1,-15
151,-9,-3,-6,-8
152,-10,6,-4,-13
153,-2,-11,10,-18
154,-4,-9,8,-15
155,-7,-9,5,-8
156,-9,-2,-7,-5
157,-2,-8,13,-16
158,-6,-2,3,-7
159,-10,-10,4,-11
160,-14,5,-11,1
161,-2,-4,0,-9
162,-6,0,0,-6
163,-1,-2,-12,-3
164,-10,6,-9,-4
165,-3,-11,5,-15
166,-9,4,-5,-7
167,-13,14,-13,-1
168,-7,-1,1,-17
169,-10,2,-3,-2
170,-8,0,2,-10
171,-12,5,-3,-8
172,-10,0,1,-16
173,-5,-4,-5,-4
174,-3,1,-3,-11
175,-15,1,3,-13
176,1,-2,-4,-7
177,-16,4,2,-8
178,-12,0,0,-9
179,-6,1,-4,-7
180,-10,10,-8,-7
181,0,-14,11,-13
182,0,-14,-5,-4
183,-3,-9,1,-2
184,-9,7,-7,-7
185,-11,2,-5,-8
186,-5,-8,0,-5
187,-11,11,-16,-8
188,0,-15,-2,-11
189,-8,-3,-2,-7
190,-8,5,-4,-10
191,-9,4,-3,-9
192,-17,6,0,-9
193,-6,-1,-3,-6
194,-5,4,-8,-11
195,-6,-2,-5,-6
196,-7,-1,3,-9
197,-8,-2,-1,-10
198,-9,-9,6,-11
199,-4,2,-12,-6
200,-3,-5,-2,-10
201,-7,-4,0,-7
202,-10,-7,9,-11
203,-3,-11,3,-7
204,-6,-8,1,-7
205,-2,-6,1,-13
206,-7,0,-10,-8
207,-8,-5,-1,-2
208,-5,-4,-8,0
209,-9,-3,0,-10
210,-5,-11,3,-10
