Position,ReactionChannel#1,SequenceChannel#1,SequenceChannel#2,UnknownChannel
1,-2,8,-4,-4
2,-5,2,0,0
3,9,-9,-8,0
4,-7,4,0,-4
5,0,3,-14,0
6,5,-15,8,-5
7,0,-12,2,3
8,0,-2,-7,3
9,14,-22,2,-3
10,-2,-4,0,1
11,2,-1,-2,-8
12,4,-4,0,5
13,0,2,0,-5
14,4,-5,-9,0
15,3,-12,9,-10
16,-5,-7,9,-6
17,2,-2,1,-2
18,1,-5,7,-5
19,-2,4,0,-2
20,-10,10,-2,0
21,3,-2,-2,1
22,-2,-2,0,2
23,0,-2,-2,2
24,1,10,-20,9
25,-2,2,-13,0
26,3,-15,9,-1
27,1,-6,0,-4
28,0,0,-6,0
29,4,-9,7,-3
30,-3,-3,7,-12
31,5,-3,1,-4
32,-8,6,-10,-2
33,-1,-11,12,-10
34,-3,-12,13,-3
35,1,-13,8,-4
36,1,-6,0,-2
37,-6,2,-6,6
38,-4,-9,10,-8
39,7,-16,4,-1
40,1,-8,-5,1
41,6,-13,-7,5
42,1,-1,-4,0
43,-8,4,-11,5
44,3,-8,1,-1
45,3,-11,3,-6
46,2,-18,13,-10
47,-11,6,-4,0
48,-2,-10,4,-6
49,4,-2,0,-6
50,0,-6,0,2
51,-2,-1,-3,0
52,-10,3,-6,-1
53,3,-22,20,-9
54,0,-17,8,-10
55,-2,-9,4,-2
56,-1,-16,15,-5
57,-4,-9,10,-6
58,-1,6,-6,-5
59,-9,-5,0,-3
60,4,-5,-6,-7
61,1,-8,2,-1
62,3,-10,-7,4
63,-4,-1,-3,-5
64,6,-9,-2,-1
65,3,-12,6,-4
66,-1,9,-15,1
67,4,-15,-1,1
68,-2,-5,1,-9
69,-4,-1,-9,0
70,-9,-1,6,-4
71,-11,11,-10,1
72,-1,-6,-10,9
73,-1,3,-13,6
74,-1,-11,0,-2
75,-2,-7,11,-11
76,-5,2,-3,-7
77,-11,12,-20,4
78,6,-14,3,-12
79,-6,9,-13,6
80,-5,-7,2,-4
81,1,-25,14,-3
82,-4,1,-5,5
83,8,-6,-9,2
84,-11,12,-17,5
85,0,-3,8,-11
86,-2,0,-8,2
87,0,-8,-4,-3
88,-10,3,-3,-5
89,-10,6,-6,2
90,-10,5,-12,2
91,-3,-3,-4,0
92,0,-10,-6,1
93,-5,-6,4,-6
94,-4,-4,4,-7
95,-1,0,-6,0
96,1,-15,11,-4
97,1,-7,3,-5
98,2,-11,-2,-2
99,4,-11,-5,5
100,-3,0,-14,0
101,0,-5,-2,-4
102,-5,-8,7,-8
103,-8,-5,6,-6
104,-9,9,-12,2
105,0,-3,-9,2
106,0,-9,2,-9
107,4,-18,7,-4
108,-5,-5,-9,2
109,0,-6,4,-4
110,2,-15,-5,2
111,0,-10,2,-4
112,-7,-5,4,-13
113,-4,-3,-3,-2
114,0,-7,3,-1
115,0,-10,-2,-8
116,-2,-4,-1,-5
117,-5,-2,-6,-6
118,0,-13,5,-3
119,-7,-2,0,-8
120,-2,-5,-5,-4
121,2,-11,-3,-3
122,-5,-2,-4,0
123,-4,3,-10,0
124,-2,-11,4,-5
125,0,-10,-1,-2
126,0,-3,-8,-2
127,-12,-3,3,-8
128,3,-20,6,-5
129,0,-2,-11,0
130,-4,3,-18,3
131,0,-13,8,-8
132,-9,-2,-3,-2
133,-3,-1,-2,-4
134,-9,-5,7,-7
135,-9,9,-16,-2
136,0,-6,-10,6
137,1,-11,5,-6
138,8,-18,4,-7
139,1,-13,4,-2
140,0,-5,-12,0
141,2,-8,-5,0
142,-5,7,-14,0
143,-4,7,-9,0
144,3,-20,1,-3
145,0,-8,5,-12
146,-4,10,-22,8
147,-5,-7,6,-10
148,-9,6,-12,4
149,1,-11,0,-10
150,-1,-6,3,-10
151,-7,-10,1,-10
152,4,1,-12,-1
153,-3,-10,-1,0
154,-5,-18,8,-5
155,-1,-7,-3,-6
